,Test set mean_absolute_error,Training set mean_absolute_error,Training set size,Mean absolute error
208,10.76923076923077,0.0,119,10.76923076923077
209,12.923076923076923,0.0,119,12.923076923076923
210,12.571428571428571,0.0,119,12.571428571428571
211,4.857142857142857,0.0,119,4.857142857142857
212,7.428571428571429,0.0,119,7.428571428571429
213,13.615384615384615,0.0,119,13.615384615384615
214,7.6923076923076925,0.0,119,7.6923076923076925
215,11.923076923076923,0.0,119,11.923076923076923
216,6.0,0.0,119,6.0
217,9.615384615384615,0.0,119,9.615384615384615
218,5.615384615384615,0.0,119,5.615384615384615
219,10.615384615384615,0.0,119,10.615384615384615
220,9.571428571428571,0.0,119,9.571428571428571
221,11.642857142857142,0.0,119,11.642857142857142
222,9.285714285714286,0.0,119,9.285714285714286
223,5.6923076923076925,0.0,119,5.6923076923076925
224,10.0,0.0,119,10.0
225,11.461538461538462,0.0,119,11.461538461538462
226,16.076923076923077,0.0,119,16.076923076923077
227,4.846153846153846,0.0,119,4.846153846153846
228,7.538461538461538,0.0,119,7.538461538461538
229,6.538461538461538,0.0,119,6.538461538461538
230,4.357142857142857,0.0,119,4.357142857142857
231,7.071428571428571,0.0,119,7.071428571428571
232,5.857142857142857,0.0,119,5.857142857142857
233,6.230769230769231,0.0,119,6.230769230769231
234,14.923076923076923,0.0,119,14.923076923076923
235,13.538461538461538,0.0,119,13.538461538461538
236,13.923076923076923,0.0,119,13.923076923076923
237,10.923076923076923,0.0,119,10.923076923076923
238,10.0,0.0,119,10.0
239,12.076923076923077,0.0,119,12.076923076923077
240,12.071428571428571,0.0,119,12.071428571428571
241,14.714285714285714,0.0,119,14.714285714285714
242,10.785714285714286,0.0,119,10.785714285714286
243,7.769230769230769,0.0,119,7.769230769230769
244,8.692307692307692,0.0,119,8.692307692307692
245,8.384615384615385,0.0,119,8.384615384615385
246,3.769230769230769,0.0,119,3.769230769230769
247,7.384615384615385,0.0,119,7.384615384615385
248,8.76923076923077,0.0,119,8.76923076923077
249,8.23076923076923,0.0,119,8.23076923076923
